name,rating,relevance_score,source_language,review,sentiment_score,sentiment,sentiment_score_mbert,sentiment_mbert
carla ponti,5,0.0223390021136729,es,go several time travel always excellent time treatment inside plane like travel never miss antonio río would say 🫂,0.768,Positive,1.0,Positive
carla s,1,0.0,es,feel cheat appalling really laugh passenger never travel fly bondi son lose intenational flight trust change departure schedule twice care day know flight go leave top claim treat badly responsible since notify we begin time take Buenos Aires terrible incompetence scammer care state person travel damage economic development daily life make responsible money spend pay fine international passage new flight serious emporesa get safe Buenos Aires able address new international flight add expense outline spend another week córdoba already send suevo melt response company incredible,0.5563,Positive,-1.0,Negative
carlos,1,0.0223002191238922,es,buy passage rio Brazil buy passage rio delay next day pass without consult 10 hour pay penalty 12 000 peso read comment complaint consider lucky one thanks macri thanks flybondi,0.1779,Positive,-1.0,Negative
carlos adrian f,4,0.0,es,widely exceed expectation cheap totally normal flight strictly fulfil schedule pay luggage carry old enter cabin,-0.1027,Negative,-0.5,Negative
carlos andres b,1,0.0,es,ghost company lousy cancel flight day leave nobody attend recover money nobody go pay hotel phone call ghost company regulatory entity please,-0.8126,Negative,-1.0,Negative
carlos andres m,1,0.0,es,buy flybondi thinking buy passage airline oh really 4th worldwide cancellation cancel flight time reprogram cancel leave lying hour travel offer solution group replace flight exit city food accommodation disappear seriously buy night flight cancel answer give solution pay passage last moment argentine airline cost fortune travel another city repeat buy flybondi,-0.7906,Negative,-1.0,Negative
carlos andres manriquez,1,0.0029087242335511,es,bad airline country bad airline country never buy ticket cancel flight day time travel offer transfer option leave absolutely strand serve phone respond mail absolute shame understand continue fly person strand ezeiza mision bariloche disastrity,-0.8611,Negative,-1.0,Negative
carlos camacho,4,0.0019391494890341,es,flight expect refreshment include anything question similarly attention staff flight airport impeccable low point 30 minute delay accord program takeoff,-0.5267,Negative,0.5,Positive
carlos charly r,5,0.0,es,low cost airline trip good trip good left time although turbulence everything end well schedule arrival agile comfortable arrival,0.8442,Positive,0.5,Positive
carlos daniel oviedo,5,0.0891136147685625,es,go cataract perfect flight kill crew good vibe pure allegia ask much fly first time count 21 ask many forfirst time airline 90,0.2263,Positive,1.0,Positive
carlos f,5,0.0,es,flybondi arrive speak badly flybondi neither bad good aerea line delay inconvenience happen worldwide several time suffer cancellation Europe happen break market a long distance micro enrich rate nobody charge anymore everyone expense argentine pay write flybondi lie flybondi safe company enable aerere force fly give service accord one pay employee friendly fly rayanair go see low ost care passenger write badly flybondi undoubtedly competition fool pay flybondi offer flight,-0.8737,Negative,-1.0,Negative
carlos fitte,1,0.0,es,disaster 5 hour change change destination close counter telephone mail attention never flight disaster 5 hour change change destination close counter telephone mail attention never flybondi,-0.8481,Negative,-1.0,Negative
carlos g,1,0.0,es,fly berreta unpresentable wicked perverse jorge newbery cordoba return flight ezeiza wash hand put 3 taxi transport 80 person ezeiza aeroparque 2300h cheap berreta flybondi come expensive since provide adequate assistance deduce pocket 19 000 peso private transport service uber would travel unpresentable give ticket,-0.2732,Negative,-1.0,Negative
carlos garcia,5,0.0048769609649207,es,3 flight week september 23 2024 punctuality unbeatable attention thank,0.3612,Positive,-1.0,Negative
carlos guillermo rasch,1,0.000969574744517,es,disastrous ominous cancel mendoza return flight without explanation impossible communicate day return 14 hour micro trip please never fly bondi,-0.7184,Negative,-1.0,Negative
carlos h,1,0.0,es,change flight schedule without permission give option accept reject thief buy ticket change flight schedule significantly 3 hour difference lose scale take another serious company ask return money back since schedule interested since find impossible use refuse scoundrel thief Europe happen airline make schedule change give option accept give back ticket damn thief,-0.9169,Negative,-1.0,Negative
carlos k,1,0.0,es,informal terrible weigh answer 11 27 cancel without option day long distance hotel micro continue option day return 11 29 flight barely delay 11 hour embark pesimo maintenance without cleaning without cleaning example inner coverage window seat row 32 loose could pass hand reach theexternal window add general state appearance dirty abandon give image low cost maintain thanks price long distance micro high never flight scammer endanger passenger,-0.8445,Negative,-1.0,Negative
carlos lobato,4,0.0,es,disappoire recommend view bad opinion fear however 5 traveler pleasantly surprise punctuality aboard staff super attentive friendly airport plane like type good experience keep mind low cost airline service example a short flight super good,0.9538,Positive,-0.5,Negative
carlos m,4,0.0,es,good attention land board excellent price punctuality surprise good attention el Palomar airport well crew punctuality satisfied service,0.9382,Positive,0.5,Positive
carlos n,1,0.0,es,lousy service lousy service avoid airline would well bad service incredible keep customer,-0.891,Negative,-1.0,Negative
carlos simes,5,0.1435164536834144,es,good experience flight go arrive minute destination friendly staff always attentive passenger requirement impeccable plane good service accessible price congratulation entire flybondi team,0.9169,Positive,1.0,Positive
carlos struggibinetti,1,0.053326610948438,es,unfortunate irresponsible company reprogramm three time flight first call phone give o810 never attend call 3000 asteric charge 14 minute plus vat solve anything fault stay one dayand half pay hotel 4 meal flight combine return pay traveling day correspond responsible damage tell flaybondi many peoplewith situation,-0.8591,Negative,-1.0,Negative
carlos v,1,0.0,es,total disaster use leave minor son rest passenger strand airport 3 hour wait plane never arrive one company give face explain son abandon airport without assistance help flybondi flight cancel never communicate inform reprogramm abandon good god accommodation food response return bs total disinterest contempt passenger total disaster,-0.9535,Negative,-1.0,Negative
carly azur,3,0.1128681960092303,es,first class airline would define bad travel certainly recommend obviously low cost provide service airline still rescue within country economy one convenient line travel first experience although bad left ease time decide give second chance aircraft clean could choose seat want quietly without problem staff friendly see check plane technical control leave quite quiet timely manner comfortable trip arrive early expect destination consume something price within everything accessible depend one pocket well pleasant trip,0.9141,Positive,0.0,Neutral
carmelo reyes,1,0.000969574744517,es,freedom know fly fo5163 flight reprogramm 2 time disrespect user place arrival starting schedule change take ezeiza 05 00 morning also need charge go bathroom,0.34,Positive,-1.0,Negative
carmi campás,1,0.0181795264596947,es,first last time hear bad comment decide give chance first change airport follow flight cancellation last moment flight 5 left 14 30 problem destination transfer course plan already armed serve phone return flight also change schedule true disaster emphasize staff friendly unfortunately enough pity,-0.7845,Negative,-1.0,Negative
caro botto,5,0.0019391494890341,es,good since take passage flight first time one good attention really excellent,0.8687,Positive,1.0,Positive
caro m,1,0.0,es,flystafadore cancel flight back Jujuy Buenos aire may 25 offer return Saturday 28 salta enter page coordinate offer see offer flight 26 27 call ask thatthey put we first flight want charge we take care transfer stay anything publish page basis condition flight 28 reschedule Sunday dawn 6 hour initial flight schedule eatafadore hire airline never travel company travel company never operate way company scammer manage,0.3612,Positive,-1.0,Negative
carola scavuvi,5,0.0260621691326184,es,travel 8 year old daughter córdoba bariloche everything go well time land time entire impeccable process ease check person attention congratulation,0.8176,Positive,1.0,Positive
carolina b,1,0.0,es,disastr first trip bariloche palomar wait 6 hour plane make go 4 hour delay cancel previous flight say bad weather lie jet smart salian plane real problem 5 aircraft sell daily flight plane commissioner board joke totally misplace person joke arrive bariloche tell we leave neat plane paper raise next flight rat liar breach return flight also delay 5 hour 2 hour make go flight 3 hour late say sale service board fiscal controller leave without battery another lie battery time see know see travel mad,-0.8625,Negative,-1.0,Negative
carolina c,1,0.0,es,hdp airline tell know mega berreta airline defense take passage x schedule one suit day reprogramm flight 4 hour late try avoid system fall send shipping ticket mail phone even without luggage would eat tail arrive major detach 16 30 person try check 16 15 flight hundred person squeeze wait airport tell we technically impossible flight come day schedule flight get ezeiza next day 6 copado reason number two buy passage airline tachito leave aeroparque leave 15 's return hahahahajajaja 20 ' from arrive send we ezeizaaa careful take free bondi à aeroparque 30 ' late still wait take uber mega fourth worth save mango suck schedule either forget make leave elor sing,0.5367,Positive,-1.0,Negative
carolina m,1,0.0,es,change flight without give option hi september 25 let know september 26 flight leave 10 night bariloche Buenos Aires change 27th 2 morning reach another airport car ezeiza flight leave ezeiza bariloche ezeiza warn flight reprogramm arrive 4 hour late reach another airport call phone attend badly rude way disrespect cut call,-0.891,Negative,-1.0,Negative
carolina mendieta,1,0.0025790688204153,es,disaster reprogram flight without explanation one day another harm load extra expense stay other respond customer service phone go airport casebariloche give solution anyone airline many strand person cancel flight,-0.8074,Negative,-1.0,Negative
carolina montero,1,0.000969574744517,es,flybindi scammer suspend scam x flybondi flybindi scammer suspend alas 6 flight travel 8 3 month pass still receive return claim tell tincture understand money already return card say still deposit money steal part health license cheat territory competent authority one go issue eye lose money trip,-0.9403,Negative,-1.0,Negative
carolina otero rossi,1,0.0067870232116193,es,pay wheelchair one appear airport,-0.1027,Negative,-1.0,Negative
carolina r,1,0.0,es,zero attention consideration change schedule 6 time week flight finally cancel flight travel group child 6 year change force we wait airport reprogram every two hour child sleep floor cold one care flight cancel nobody give we solution even option reprogram nobody know flight could travel call customer service respond decide buy another passage serious airline good child flybondi fourth airline never travel flybondi,0.6249,Positive,-1.0,Negative
carolina997,4,0.0,es,good experience journey bs spend Christmas everything excellent flight go schedule setback month tell flight change schedule hour apart perfect,0.8834,Positive,1.0,Positive
carrie,1,0.0,en,careful low expectation frequent flight time change cause we rearrange plan Buenos Aires additionally book another one way flight another airline return trip could not trust flybondi can not get refund airline check jorge newberry nerve rack line super long 2 hour flight worried would miss however do not care change lot email flight time change suppose would ok,-0.3674,Negative,-0.5,Negative
casa aguirre b,1,0.0,es,worry flight 18h bsas brc Friday 19 8 flight take view 6 person facebook instagram everything approval manager day think takeoff would serious thing would turn telephone put airplane mode two flight flight group 6 pelude duty stop hall quiet walking please miss peaje get base day think travel sit belt theme barijo lo menciono see another aspect lack authority first consider bakery pass insist flight charge child clearly relaxed line drop everything fine informal flight think engineering mechanic control like know travel plane deserve certain protocol respect traveling bus however hope debauchery limit lack control passenger otherwise go avoidable catastrophe,0.7096,Positive,-1.0,Negative
cassio melo,5,0.0,pt,excellent cost x benefit nothing complain flight delay quiet sympathetic crew flight recommend great cost x benefit,0.9708,Positive,1.0,Positive
catalina luján b,1,0.0,es,bad experience life bad experience life 10 hour airport nobody show hide passenger travel 3 child inhuman 10 hour without response mail arrive warning reprogrammers still follow shame denounce,-0.9393,Negative,-1.0,Negative
catalina riveros,1,0.0,es,lousy service buy reach flight 3 time pregnant 1 year old baby care anything airline lousy,-0.5719,Negative,-1.0,Negative
cdng,1,0.0,es,bad life leave dear want take passage vacation cataract 5 day 2 minor 2 month advance day return Buenos Aires cancel trip next day next five day airport nobody attend callcenter offer reimbursement 30 day know obligation transport policy oblige 1 communication 2 meal snack necessary shipment flight 3 accommodation passenger return flight 4 transfer airport place residence passenger city town area ​​the exit airport place accommodation etc. etc.,-0.4215,Negative,-1.0,Negative
cecilia,3,0.0,es,airport flight 9 4 19 approve 7 p.m. leave bariloche 2 hour delay bad weather bue arrive palomar 1 30h fly inform leave we ezeiza one take transfer pay 1000 x uber san Miguel award weather moment lie since track full airplane nowhere land tell weather claim transfer many airplane small track,-0.4284,Negative,-1.0,Negative
cecilia c,1,0.0,es,nightmare malisimo reschedule 5 time give guarantee deviabat point expensive hotel two passage buy waste time of suppose return terror staff,-0.6369,Negative,-1.0,Negative
cecilia m,1,0.0,es,lousy service attention poor service first time travel airline experience frightening already start first leg 3 door change wait embark passenger course flight delay bad come late soon arrive mendoza tell we return flight delay approx 6 hour complicated lot least come back believe check line hour get messagesay flight cancel call reprogram Sunday get tired wait someone 0810 facilitate cancellation mail finally return another medium ask devlution know never get talk person leave lie anywhere without assistance even telephone first last time,-0.9682,Negative,-1.0,Negative
cele,1,0.0,es,imorentable cancel 18h flight trip answer communication channel 0810 011 3000 cel email private message instagram Facebook twitter nothingaaaaa,-0.25,Negative,-1.0,Negative
celeste c,1,0.0,es,total abusethey cancel flight hour give we prompt solution continuous abuse mail never reach solution give we option flight call reprogram phone give continuously occupy sowe lose money trip imply never buy ticket company,-0.6569,Negative,-1.0,Negative
celeste cladera,1,0.0019391494890341,es,chanta change schedule several time price passage expensive bad attention give charge exclusive passage seat suitcase backpack etc. never scammer 🤬🤬🤬 …,-0.4588,Negative,-0.5,Negative
celeste credidio,1,0.000969574744517,es,cancel flight time cancel flight time without give option make lose money reservation make never give solution disaster never risk traveling,-0.3724,Negative,-1.0,Negative
celeste312810,5,0.0,es,pleasantly surprise fly brother last week may rosario Iguazu sincerely surprise service take account low cost price pay around 2000 include 12k cake warehouse experience favorable good attention communication person answer mail fly date unemployment staff airport flight bussine flight economical rate collective take account analyze claim verdict good quality price relationship,0.926,Positive,0.5,Positive
celina a,1,0.0,es,excessive delay without explanation 5160 aeroparque salta flight leave 8 25 previous day change first 11 50 12 50 without explanation without meteorological motif justify delay already airport pre assembly leave we entire passage waiting ladder board bus would take we plane 30 minute child old person disaster one explanation one apologize offer compensation lousy service low cost case high cost,-0.9231,Negative,-1.0,Negative
cetraveler,3,0.0,es,good comfortable seat large airplane price well condition pay choose seat luggage could put cabin respect checkin charge additional charge already pay make claim answer check without choose anything nothing respect previously pay suppose cost,0.9062,Positive,0.5,Positive
chaitanya,3,0.0,en,decent flight experience baggage great flight small seat decent size service friendly boarding process unorganized get charge baggage even though pay site book get refund back 6 month process plane condition good clean well keep would recommend get really good price,0.9584,Positive,0.5,Positive
charles gadbois,1,0.0182667881867013,es,charge register,0.0,Neutral,1.0,Positive
chechu88,4,0.0,es,flybondi el Palomar airport bariloche international airport clarification leave palomar platform add airport ida short flight schedule fulfil low cost charge everything separately trip winter bariloche add cellar luggage clothes recommendation read luggage size well allow airline spend mistake example handbag refer wallet similar seat everything else pay separately flight offer snack scrape play win discount thing everything pay efvo time return bariloche 2 exclusive box flybondi save tail great take passage hire micro service take we airport home micro león store good 3 stop make saavedra puente retiro puerto madero deviate buy advance passage hire service time stand exit important suitcase arrive healthy save want wrapper security film,0.9705,Positive,-1.0,Negative
chela s,1,0.0,en,bad airline genuinely bad flight experience whatever take flybondi plane ticket cheap end pay many way — 22 bag flight move last minute response change flight back despite call email everyday week airline absolute mess — I loathe entire,-0.9201,Negative,-1.0,Negative
chelo m,1,0.0,es,three hour delay still standing airport delay three hour without explanation nobody report airport plane address authority regulate bad service,-0.7783,Negative,-1.0,Negative
cherry n,1,0.0,en,ruin vacation total mess begin say flight change aep eze airport staff aep say go eze arrive eze say flight cancel flybondi there be much review airline trust,-0.6124,Negative,-1.0,Negative
cherry ng,1,0.0031026391824545,es,change airport cancel flight full lie earth team promise give letter mention incident arrange hotel night return taxi rate turn nothing travel 20 country far bad flight company,-0.4939,Negative,-1.0,Negative
chestela,3,0.0,es,service accord expectation low cost good cost service ratio check 48 hour 24 hour check flight status verify schedule perform check load mail cellular case change schedule warn luckily change schedule without modify airport fly well alternative schedule offer,0.7003,Positive,0.0,Neutral
chloé lemée,1,0.0116348969342046,es,bad company argentina 4 flight cancel week email notify change,-0.6705,Negative,-1.0,Negative
chri schy,1,0.0385405960945529,es,European think travel cheap keep hand away flybondi pure juice store reserve several flight postpone first flight 3 hour take airport 3 hour late even late initially schedule time rogue think badly simply blatantly postpone second flight one day pleasant plan trip can not pick rental car try everything recover money possible political reason kind incomprehensible statement work hard money simply pocket without offer solution announce one area fly airline,0.3895,Positive,-1.0,Negative
chris,1,0.068277453508891,es,airline complete scam thinking booking recommend think twice try explain although almost impossible describe word happen ……,-0.296,Negative,-1.0,Negative
chris modliński,1,0.0368632317865384,es,customer service airport stink lot information provide rude useless,-0.8176,Negative,-1.0,Negative
christian garcia,4,0.0,es,good journey santiago del estero work impeccable round trip without problem reservation airline nothing complain everything come imoeecablem,0.7405,Positive,1.0,Positive
christian m,5,0.0,en,un lujo viajar con flybondi pleasure travel flybondi mi experiencia flybondi fue genial desde la compra online que es super fácil el aeropuerto en el palomar está hermoso pequeño muy cuidado todo muy prolijo llegué con tiempo al. aeropuerto mi vuelo salió en horario viajamos super rápido la experiencia abordo es simplemente la mejor en argentina Los asistentes de vuelo son tan amables siempre con una sonrisa la mejor onda la joyita del vuelo cuando aterriza el avión el piloto pregunta si es la primera vez de alguien es muy emocionante cuando en tu vuelo the tocan muchas personas la mayoría de ellas adulto mayores todos contentos pedido del piloto les aplauden en su primer vuelo las tarifas siempre son convenientes si se compra el ticket con mayor anticipación flybondi experience amazing since buying ticket online easy navigate website el Palomar airport tiny beautiful everything neat arrive airport time flight travel fast experience onboard magical flight attendant nice always smile sweet good part plane land pilot ask first time anyone onboard course many elder nice ask everyone give big applause always cheap buy ticket anticipation,0.9923,Positive,1.0,Positive
christianchino,4,0.0,es,correct first time flybondi turn quite well within expect low cost peripheral airport Buenos Aires,0.0754,Positive,0.0,Neutral
christina l,1,0.0,en,avoid airline cost move flight el calafate 4 day late without prior notice show airport find original flight exist anymore communication email notification nothing offer refund less half amount ticket due currency devaluation basically 500 steal we work credit card get charge remove fraud would give 0 star could,-0.6486,Negative,-1.0,Negative
christine y,1,0.0,en,unreliable airline delay flight 8 30 a.m. 10 00 could tell would fly attempt reschedule another flight despite fact flight go force wait 3 30 p.m. still unsure flight would leave need Buenos Aires 2 p.m. present medical conference absolutely help staff would definitely recommend fly airline,0.5709,Positive,-1.0,Negative
cinthia giomi,5,0.0077565979561364,es,travel bariloche much low cost airline delay start schedule able travel without problem crew staff airport give we good treatment,0.1921,Positive,0.0,Neutral
cinthya gonzález,1,0.0168706005545967,es,buy airline hard time change flight cancel change airport answer call replenish money disaster make mess trip thing rescue good treatment staff least hadworld fault bad airline play like time vacation money person keep work,-0.6249,Negative,-1.0,Negative
cintia,1,0.000969574744517,es,bad experience could bad experience could reschedule half hour flight delay 4 hour could even get another flight terrible anger psso twice anyone never airline hopefully found,-0.9542,Negative,-1.0,Negative
cintia garcia,1,0.0038782989780682,es,bad service exist buy 2 time passage twice cancel flight mind cancel holiday money leave 30 day unpresentable bad,-0.8176,Negative,-1.0,Negative
cinzia r,1,0.0,it,postponement hour argentine friend warn we entice discount kiwi com app choose flybondi flight ba bariloche postpone we several hour avoid reach 11 50 pmafter flight give seem fllybondi work perfectly Buenos aire Sao Haulo section,0.6124,Positive,-1.0,Negative
clara murillo,1,0.0044600438247784,es,take pass airline screw holiday ida 8h delay airport three time change schedule return send message tell communicate 0800 serve avoid bitterness loss dieeero,-0.7351,Negative,-1.0,Negative
clarita j,1,0.0,es,null attention bad airline far cancel flight leave yesterday reprogram send phone answer since yesterday total lack respect,-0.5994,Negative,-1.0,Negative
clau2504,4,0.0,es,without inconvenience go time quiet flight leave without inconvenience time comfortable flight clean airplane cordial attention employee,0.4621,Positive,0.5,Positive
claudemir f,3,0.0,pt,bad experience flight sao Haulo Buenos Aires normal return Buenos Aires Sao Haulo tense minute flight plane look everyone scared turbulence begin girl panicked start cry go bottom plane crew could see everyone afraid turbulence person want go bathroom signal could remove belt matter second information everyone continue sit turbulence stop turn time 3 hour great tension travel several time never spend much fear may turbulence normal someone crew explain whether normal problem also explain information spanish English anyway horrible experience happen flight probably happen other aircraft new perfect condition another point notice space seat tight leg long fit kk backpack usually put seat can not large full otherwise enter seat however flight schedule check luggage perfect,-0.6214,Negative,-1.0,Negative
claudia figueroa,2,0.0468886346448447,es,specific trip hour commercial theme 0800 q never attend call constant mail able change flight lose buy another,-0.4019,Negative,-1.0,Negative
claudia p,2,0.0,es,choose first buy seat two assign separately cause quite chaos person want travel together begin change seat make we travel shirt top say suitcase could put cabin lack place want sympathetic say leave everything find belt place nothing disorderly precisely lack order landing dove quite complicated apologize give feeling learning,-0.0995,Negative,-1.0,Negative
claudia prin,1,0.0,pt,flybondi total deceit flybondi argentina airline pretty bad 4 flight buy without consent put early damage difficult negotiate give option want swallow everything get take flight another time addition charge 900 peso luggage 5 9 kilo even 6 kilo say would backpack even though bag small enough say charge bag put bank bag occupy luggage compartment head charge outside give nothing eat even glass water give ill service terrible rude customer lie low cost see flight latam bariloche 100 reais cheap flybondi never,-0.9605,Negative,-1.0,Negative
claudia s,5,0.0,pt,flybondi airline perfect punctual attentive staff clean plane make flight sao paulo Buenos Aires arrive el palomar,0.7506,Positive,1.0,Positive
claudio,4,0.0,es,normal travel 12 03 2022 Cshuaia comply everything agree departure arrival time plane perfect condition clean friendly staff dispatch delivery fast simple luggage would hire company,0.9022,Positive,0.5,Positive
claudio a,1,0.0,es,flybondi sing respect customer pay one thing give another change destination want defense consumer give right shame,0.1027,Positive,-1.0,Negative
claudio alison,1,0.0,es,change high rank schedule flight without explanation change flight time lose provide conference night rental expense room catering call attendee suspension look early flight morning Jujuy 12 noon flybondi offer flight another option 4 morning aeroparque x aerolinea Argentina incomprehensible schedule normal life person hope never need fly x flybondi recommend anyone,0.4019,Positive,-1.0,Negative
claudio o,1,0.0,es,disasteri traveling Monday Sunday tell flight cancel impossible communicate phone send two email answer leave hanging neuquen today Tuesday 13 return bs collective flybondy news anymore reach right consumer defense,-0.1531,Negative,-1.0,Negative
claudio-dqm,5,0.0,en,holiday mendoza departure epa el Palomar airport aep let write trip advisor despite bad comment receive new low cost company happy departure decolage time flight ok direction,0.8537,Positive,0.5,Positive
claudio76,5,0.0,es,good experience person comment bad good experience good flight ezeiza rio de janeiro punctual rio ezeiza also punctual attention normal boy would fly,0.6369,Positive,0.0,Neutral
claudioelbuzo,5,0.0,es,good quality service good price despite bad weather previous scale flight left minute agree schedule also arrive advanced el Palomar airport Buenos Aires pay additional choose seat front row large leg space also pay preferential shipment ensure free space upper play excellent attention board reasonable price snack drink service competitive price passage highly recommend,0.9772,Positive,1.0,Positive
clea r,1,0.0,pt,never buy anything flybondi want travel leave Guarulho go Buenos Aires arrive ba would take flybondi bariloche even get plane 1 hour inside plane absurd heat say would go visibility track due fog far ok get plane take bus return inside bus stay half hour wait even finally leave we board dawn 01 30 tell 3 would give answer doze floor nothing near 4 say flight cancel Auê angry ask solution nothing come watch video internet around 6 decide go take hotel physical emotional tiredness huge call next day tell could reprogram flight Saturday reimburse original flight Wednesday Thursday tour bariloche Thursday Sunday early want put we back Saturday would worth dream trip already pay lodging tour bariloche pay air Brazil ba pay even ba need buy new ticket return brazil afford everything bariloche 4 day ba try get lose trip double trip apparently always anyway pay travel company prevent trip happen flybondi elderly child nenens lap situation wish anyone,0.6124,Positive,-1.0,Negative
cleilson sousa mesquita,1,0.0446489169850103,es,bad service attention non existent reprogram flight accord taste never object email call olympic hand wash shameful company cancel flight 5 person lose 2 day hotel bariloche 2 day Buenos aire charge 5 backpack disaster never end telephone line communicate recommend airline service lousy reprogram flight without warning anyone never respond email call company like cancel flight 5 person lose 2 day hotel bariloche 2 day Buenos aire charge 5 backpack disaster nobody responsible charge telephone line recommend airline,-0.9295,Negative,-1.0,Negative
cláudio c,1,0.0,pt,rudeness employee bad service soil change airport warn day advance delay match super uncomfortable seat incompetent employee,-0.8591,Negative,-1.0,Negative
cláudio costa,1,0.0048478737225852,es,bad experience flybondi want express outrage fo5275 flight 07 29 previous day eze arrival airport change aep information would transfer one airport another flight come 1 hour late despite first give name transfer employee name joana abba incompetent partial woman 1 30 prefer accommodate traveler bus sayingthat would wait bus return note take another flight 5 00 final destination employee must solve problem discuss much discussion accommodate we taxi travel 5 person 4 adult child person make mess unsuspecting employee name joana long intend travel company,-0.9186,Negative,-1.0,Negative
cléverson costa,2,0.0050417886714886,es,flybondi professional client important cancel flight communicate even want hear cost change trip cancellation problem generate professional health,-0.3818,Negative,-1.0,Negative
cm vicent,1,0.0739591615117609,es,never flight x company charge service give one company inform delay end much expensive conventional line face bad,-0.7003,Negative,-1.0,Negative
coastal36699852787,1,0.0,es,disastrous truth disorganization lack total attention still expect reimbursement money 2 month ago almost recommend case important nefarious procedure,-0.2862,Negative,-1.0,Negative
coastal38000684412,1,0.0,es,freedom promise anything without consequence unless want get lawsuit flight yet come already make heat unpresentable 2 schedule change force coordinate multiple time issue already resolve take airport 70 kilometer location receive Buenos Aires without consider lose time,0.8495,Positive,-1.0,Negative
coastal59248653795,1,0.0,en,crook bad airline ever please fool price ruin holiday bad experience ever change flight 8 a.m. 10 p.m. lose one day hotel pay extra hotel airport way back delay 5 hour arrive home 4 disaster take responsibility never ever might save money ruin holiday,-0.9717,Negative,-1.0,Negative
conor m,1,0.0,en,avoid cost travel I have use budget airline different location often bad far flight cancel last minute month multiple query late there be still sign acknowledgement let alone refund,-0.8271,Negative,-1.0,Negative
constanza enrico,1,0.0145436211677558,es,win passage round trip bariloche tell put 16000 tax modify flight call reprogram another date tell make voucher 14000 get voucher mail day call change flight without cost exceed 4 modification hous flight could use bring 2000 make claim boy attend argue return 16000 change passage reply give give howfinished call good afternoon cut,0.4939,Positive,-1.0,Negative
constanza plaetsier,1,0.000969574744517,es,end flight expensive end flight expensive also leave time want arrive destination first leg 2 morning also charge everything little breathe want talk phone charge luggage go inside plane arrive seat never charge flight go talk badly choose airline disaster,-0.7783,Negative,-1.0,Negative
consumer,1,0.000969574744517,es,awful awful reprogramm flight 1 day late without explanation flight day 4 hour change arrival airport Buenos Aires stipulate ezeiza send aeroparque already car reserve ezeiza return mendoza cancel flight without apparent reason without chance power reprogram ask return money yet answer anything buy emergency flight nobody replace money use make collection card never make bad airline hope break,-0.6798,Negative,-1.0,Negative
craig a,2,0.0,en,bad avoid website spanish making check impossible purchase check luggage online si wait line like idiot gigantic line baggage check reschedule flight email notice nothing sign counter ever grow gigantic line loser like book airline early flight want cost never avoid,-0.8519,Negative,-1.0,Negative
cristian d,5,0.0,es,spectacular flight flight like nothing reproach go round back super quiet flight friendly staff mostly young make trip enjoyable one may like totally recommend get carry away bad comment inconvenience airline nobody exemp think mistake associate cheap bad matter know give price blame company charge excess luggage print boarding pass,0.5563,Positive,1.0,Positive
cristian f,1,0.0,es,fly flybondi second time company change departure schedule flight 8 13 p.m. make lose possibility attend work commitment also reserve hotel transfer pay advance occasion answer request replace flight return money pay since answer 5 day tell allow change within 48 hour flight unbelievable way work systematize since game twice never reserve comment service since could never fly cancellation programming last moment,0.2023,Positive,-1.0,Negative
cristian g,1,0.0,en,flight cancel 3 hour departure bad airline cancel flight 3 hour departure alternative give new flight 4 day end book another flight different airline day que aerolinea poronga,-0.7579,Negative,-1.0,Negative
cristian h,4,0.0,es,new air good attention pleasant trip new plane correct treatment good luggage management travel,0.8442,Positive,0.5,Positive
cristian rivas,1,0.010859237138591,es,buy ticket 15 day ago buy seat hand luggage pass paper make believe armchair would give armchair 1 1 benefit que pay busy tell return money fly bondi scam,0.2732,Positive,-1.0,Negative
cristian varela,5,0.0400337412011091,es,sincerely doubt experience airline first time fly good thing like almost airline provide service,0.7184,Positive,0.5,Positive
cristina betker,5,3.878298978068219e-05,es,córdoba airport may 2024 thanks flybondi gift reunion trip friend former high school companion lifetime friendship celebration anniversary thank,0.9246,Positive,1.0,Positive
cristina c,4,0.0,es,surprise good get pleasant surprise good airline punctual good flight attention economical ideal short flight know beautiful country,0.9702,Positive,0.5,Positive
cristina caniza,1,0.000969574744517,es,lousy service demore lousy service demore answer explanation,-0.7906,Negative,-1.0,Negative
cristina rivarola,5,0.0363396614244992,es,excellent good experience fly first time make two flight scale,0.765,Positive,1.0,Positive
cristóbal g,1,0.0,es,disastrous airline disastrousdo use airline flight trip average good theme able travel reprogram flight give option traveling reimburse answer quickly call call center money speaker build trip time buy competition jetsmart aerolinea Argentina,-0.25,Negative,-1.0,Negative
cruiser13645413096,1,0.0,es,pesimai never travel company travel frequently tired delay flight flight schedule never respect hour originally elevate bad,-0.8821,Negative,-1.0,Negative
cruiser818185,2,0.0,es,flybondi airline would nothing recommend 13 9 flight 5274 come 1 hour 15 delay never explain fuel load passage board seat belt protocol support disastrous seat knee touch seat front measure 1 61 someone tall want imagine airline disaster respect minimum time comfort person require,-0.5873,Negative,-1.0,Negative
curiosity06393791247,1,0.0,fr,flybondi bad company take life always change cancellation without delay day delay assure change hour flight even airport change phew,0.2081,Positive,-1.0,Negative
